Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5.0,Five Stars,"April 27, 2017",Yes,"Wonderful shampoo for my little Yorkies, it made their fur so soft.  Would definitely recommend this shampoo",0
3.0,more like 24 as it barely fits 3 cups of food,"December 1, 2016",Yes,way smaller than 32 oz.  more like 24 as it barely fits 3 cups of food.,1
5.0,Best Shampoo I have found,"September 10, 2016",Yes,BEST SHAMPOO!!.  My favorite for the pups!  I sure wish yall made it in a liter with a pump.,0
1.0,disposable dog bowls,"March 31, 2016",Yes,"I was hoping for a good thick quality bowl. Not! The bowls are thin, the bottom actually can be pushed like a lid that releases it's air seal.",2
5.0,Five Stars,"October 25, 2017",Yes,Very nice,1
5.0,I bought these for my Sister in Oregon they are ...,"November 3, 2015",Yes,"I bought these for my Sister in Oregon they are training their older dog ""Daisy"". She has food allergies and is a very picky eater. My Sister said she loves them.",0
5.0,Five Stars,"August 15, 2017",Yes,"Works very well, seems top shelf.",0
5.0,I was not expecting this to work as well as it did.,"September 18, 2015",Yes,smells good and worked so much better than expected. After I washed my dog his cost was so shinny and soft.,0
5.0,I am very satisfied!,"June 8, 2016",Yes,This shampoo is very soothing for my dogs sensitive skin! The smell is refreshing and subtle! I am very satisfied!,0
2.0,My dogs like it.,"September 17, 2015",Yes,"I have had to edit my original review. My dogs like it...but it don't like the dogs. They seem to be allergic to the vitamins. I have had to experiment on and off with these to arrive at my conclusion...there is something in it that makes them both itch very bad...to the point of them rubbing themselves raw. I don't know if it is an ingredient or if it is the amount of an ingredient...at any rate, I have had to stop giving it to both dogs...which is too bad, because I have one unopened bottle that I can't use now....I should add, that both dogs are Australian Shepherds...maybe it's the breed, but they can't take them...I have even experimented with doses and same result...itching...itching at the flank areas...both sides, both dogs",2
3.0,#6 purchase to try and find a shampoo to help with an itchy Cairn,"August 4, 2016",Yes,"Cleans my dog, but didn't help with his itching.",0
1.0,Don't waste your money,"January 6, 2019",Yes,"I purchased this for my neighbor's dogs, but It doesn't even work on my dogs, in my own backyard, 3 feet away.",0
4.0,Four Stars,"January 13, 2016",Yes,The dog shampoo made our dogs very soft and clean but the Fragrance didn't last long.,0
4.0,Works great for my English bulldog,"July 7, 2018",Yes,It gets the job done,0
5.0,Dogs love them!,"February 9, 2017",Yes,Dogs Love them!,0
3.0,Busted Cap - Did not use Product,"October 13, 2016",Yes,Cap was busted and all the contents spilled throughout the package.,0
4.0,Four Stars,"October 20, 2016",Yes,very easy to install. love watching all of the birds through the window.,0
5.0,They're so adorable!,"November 17, 2015",Yes,I'm getting chickadees and titmice! They're so adorable! It only took them a couple days to find the feeder.,0
5.0,Five Stars,"March 24, 2018",Yes,good,1
5.0,Be careful with puppies,"June 18, 2016",Yes,Our puppy got bored and tried to eat the rubber ring around the bottom of the bowls. Just keep an eye on puppies!,1
2.0,Two Stars,"March 11, 2017",Yes,Within 24 hours the rubber bottom fell off the bowls.,1
5.0,"Sturdy, comfortable on the hands and love the two ...","December 2, 2017",Yes,"Sturdy, comfortable on the hands and love the two handles for intersections and when coming upon another dog.  Great leash and value!",0
5.0,Great value,"July 1, 2016",Yes,"Great price, arrived quickly....Size is good for my pups.",1
5.0,Really good stuff,"July 4, 2015",Yes,Excellent product. Our back yard is full of sand an this has definitely helped to reduce the constant itching and scratching.Really pleased with the smell-fresh &amp; clean-not overly perfumed. Will definitely buy again.,0
5.0,Great!! Product,"April 26, 2015",Yes,"Great!! Product. My Mini Schnauzer has very dry skin and a dry coat. Amazing!! after her very first bath with Omega Shampoo her coat shined, was soft and within a few days noticed that she no longer had flakes of skin in her coat. My Cockers heavy coat was very soft, shined  and very easy to brush out after his first shampoo with Omega. I'm very pleased with the product. Worked great, smelled good, and will reorder and would highly recommend.",4
5.0,I highly recommend this feeder,"January 9, 2017",Yes,I highly recommend this feeder.  It was easily assembled and is easy to fill or clean.  The birds certainly like it!,0
5.0,Five Stars,"March 17, 2016",Yes,"Love these bowls.  Perfect size, nice looking and non-skid too.  Exactly what I was looking for",1
5.0,Happy I ordered it.,"May 31, 2015",Yes,Has no scent on its own but cuts the doggie odor perfectly.  Dog's fur is soft and he is restful without the scratching and dry skin.,0
5.0,Itchy dog- some relief,"June 9, 2016",Yes,I have used this on my Wirehaired Pointing Griffon who is itchy all the time.  It lathered nice without having to use a lot of product.  It cleaned nicely and did not dry his coat.  So far so good!,0
5.0,Very nice dog shampoo,"July 1, 2015",Yes,Great product.  My dog rolled in something that was disgusting and after her bath she smelled really good!,0
5.0,Five Stars,"January 1, 2017",Yes,Pretty addition for my window. My cats LOVE watching the birds.,0
1.0,One Star,"May 10, 2017",Yes,"Horrible. After a month of use, I discontinued use because I was still getting a black tarnish from it.",1
5.0,Will buy again,"January 30, 2015",Yes,Love this product! Soothes the skin. Shines the hair. Does everything it states!,1
4.0,Four Stars,"August 8, 2016",Yes,"Seems bigger on the picture, but works great",0
5.0,Good dog bowls for half the price.,"April 28, 2016",Yes,They are the same quality bowls you'd find every where else just way cheaper. Nothing bad to say about them.,1
3.0,Three Stars,"July 28, 2015",Yes,I didn't have any birds come even after a few weeks.,1
4.0,Four Stars,"July 18, 2017",Yes,Great deal.,1
5.0,Best dog shampoo!,"July 30, 2015",Yes,"My dog tends to get allergies in the spring and summer months and this really helped soothe her itching. It's been almost a week since her bath and I barely ever see her itch, and she definitely doesn't scratch as hard as she used to. This stuff also smells absolutely amazing and made her fur super soft. I definitely will be buying this product again.",0
4.0,Works like it should,"May 5, 2018",Yes,"Works like it should, made in China though !!!  I could have bought one at Cabelas, wal-mart, bass-pro, Lowes, etc. if I had known.",0
5.0,Five Stars,"March 28, 2018",Yes,Exactly what we were looking for!,1
5.0,Five Stars,"March 5, 2017",Yes,I lik ethe non skid bottom,1
5.0,Five Stars,"March 7, 2016",Yes,"Great product, quick shipping, with follow up from Seller. Recommend.",1
5.0,I used backyard delight zero waste seeds and have had little finches,"June 20, 2017",Yes,"I put it on my kitchen window and within an hour I have five birds.  I used backyard delight zero waste seeds and have had little finches, nuthatches and cardinals.  Love it.",0
2.0,Two Stars,"April 12, 2017",Yes,It was nice but when I received it. It was broken. Sent it better.,0
5.0,great,"February 16, 2016",Yes,It smells wonderful and doesn't make my dogs fur feel like straw. It conditions and their sensitive skin get better when I use this shampoo.,0
5.0,... birds (and my cats who obsessively watch them ) love it!,"April 12, 2016",Yes,The birds (and my cats who obsessively watch them ) love it!,0
5.0,Great gift for grandma,"December 15, 2014",Yes,I bought this for my grandma who loves her birds.  This was  great way for her to be able to see them close up.  She loved it!,0
5.0,Five Stars,"January 13, 2017",Yes,"Works great, the dog smells great and he stays clean longer. A great shampoo.",0
4.0,Great little feeder,"August 22, 2016",Yes,Sticks to the window really well..Birds like it.,0
5.0,nice size.,"March 6, 2016",Yes,"Very attractive, doesn't slip, nice size.",1
4.0,for smaller dogs and cats it would be better.,"August 4, 2017",Yes,"It does work well, my only complaint is for a medium size dog it's kind of small, for smaller dogs and cats it would be better.",1
5.0,Excellent feeder; sticks well and shows the birds well,"December 14, 2014",Yes,"Excellent feeder; sticks well and shows the birds well. Shipped super fast too. If you like to watch the birds while they feed, this is the one to get.",0
5.0,Five Stars,"March 12, 2016",Yes,Bowls are nice bigger than what I expected,1
5.0,Five Stars,"May 2, 2016",Yes,"Good material, and stay clean.",1
5.0,Great leash!,"October 7, 2017",Yes,Very nice leash. Good quality for a fair price.,0
5.0,Great smell and helps our pups not itch,"June 18, 2017",Yes,"Great smell and helps our pups not itch.  An oatmeal and aloe, soap-free formula was recommended by our vet for our dogs' allergies.",0
3.0,Three Stars,"January 16, 2016",Yes,Stays on window nicely. Has not attracted any birds..Moving to other window--no birds yet.,0
3.0,Three Stars,"September 23, 2017",Yes,Don't  stop itchiñg,0
5.0,Great window feeder,"September 14, 2014",Yes,Easy to add seed. The seed holder part detaches to add seed without having to unstick the suction cups. Very clear to see through easily. Good size.,0
4.0,Impossible to cut in half without leaving more than half on the board,"October 8, 2015",Yes,"She likes them, he doesn't. I have to coerce McKenzie to eat his half with a cookie on my hand. Aliah has no problem. The problem is all mine trying to cut the pills in half. They disintegrate and make a mess, so I end having to smash them and mix them with the food. I would love if the pills were half the size, and then the taste that one loves and the other has to be bribed to take, would earn five stars...They still have their Summer cuts so it is hard to tell how much their coats are improving. But I suspect that I will be able to tell if I can talk him into eating them, or if the manufacturer realizes that having to go through that routine makes the product less desirable to this customer.",1
5.0,For bird lovers this is a gem!,"June 5, 2015",Yes,It took a couple weeks for the Pine Siskins to discover the window feeder since there aren't any trees near it. It is quite fun to watch them right through the window. So glad I bought this!,0
5.0,Furbabies are Happy!!!,"April 12, 2016",Yes,love these bowls perfect size and easy to clean,1
5.0,Easy to clean,"January 25, 2017",Yes,My goldendoodle puppy loves them! Easy to clean.,1
5.0,Great little treats,"July 28, 2015",Yes,My English Labs love them! They pack a great protein punch and are lightweight enough to carry in a pocket for walks !,0
5.0,... whiteness back to the puppies fur and smells much better than the Hartz brand,"August 8, 2016",Yes,Brings the whiteness back to the puppies fur and smells much better than the Hartz brand.,0
5.0,Perfect Liver Treats,"July 5, 2015",Yes,My dogs line up for these treats.  Small bites which make them grin.  I'm buying them again.,0
5.0,nice bowls.,"February 23, 2016",Yes,"Large and stable, nice bowls.",1
5.0,Works well for me,"January 7, 2017",Yes,"My dog responds to this treat above all others.  A little goes a long way so I don't feel like I am ""over treating"" when working with her.  Great product!",0
5.0,Five Stars,"February 20, 2018",Yes,"Great tool, does as expected!",0
5.0,Five Stars,"May 10, 2018",Yes,Perfect fit,0
5.0,Five Stars,"January 16, 2016",Yes,"It's a perfect bird feeder!  And the bird seed is protected by the top ""roof"".",0
5.0,Five Stars,"May 20, 2015",Yes,Excellent shampoo! Smells really good and leaves coat and fur soft and does not dry out their skin.,0
5.0,Five Stars,"November 21, 2017",Yes,My cat loves it,0
5.0,Five Stars,"July 6, 2016",Yes,Great feeder n fun to watch the birds close up!,0
3.0,Three Stars,"February 28, 2017",Yes,Not as big as I thought.,1
5.0,Five Stars,"October 27, 2017",Yes,This leash is very nice! Very nice quality!,0
5.0,Smells so good!,"March 16, 2016",Yes,Just received my second bottle. I foster many dogs and this shampoo has been great for all skin types. Plus my dogs smell like oatmeal cookies for days after bathing them.,0
5.0,"smells great, and leaves my dogs' coats shiny and free ...","March 21, 2015",Yes,"Unlike other dog shampoos, you don't have to dilute it.  It lathers well, smells great, and leaves my dogs' coats shiny and free of dandruff.  Love it!",0
5.0,Five Stars,"July 13, 2015",Yes,"Great dog shampoo.  Nice smell, not too strong.  Leaves my German Shepherd's fur soft and shiny. Love it.",0
5.0,This. Product. Is. Worth. The. ...,"July 30, 2015",Yes,This. Product.  Is. Worth.  The.  Five.  Star.  Label.  Thank. U.  So.  Much!  It's.  Only.  Been. A.  Couple  Of.  Weeks.  Using.  The.  Omega.  Shampoo.  But.  We.  Can.  See. &amp; feel.  A. Big.  Difference  Awsome.  Thank u &amp;. Aloha..........,0
5.0,Birds LOVE this,"January 9, 2016",Yes,This is the birds' favorite feeder. Easy to clean and fill.,0
5.0,Happy with,"December 19, 2016",Yes,Prompt delivery and product is as described?  Happy with item,1
5.0,Five Stars,"August 26, 2016",Yes,My cats love this!,0
5.0,Five Stars,"January 1, 2018",Yes,The best leash for keeping a close distance and allowing comfort.,0
4.0,Good bowls for the price,"May 7, 2016",Yes,"Good bowls for the price!  Weight wise they are light, not as heavy as I thought but a good product...just right for our new dog.",1
2.0,Two Stars,"March 11, 2017",Yes,a piece broke when I was trying to get it together,0
4.0,Easy to build,"December 31, 2014",Yes,"Easy to build, adheres great even through storms but the birds don't seem interested.  One with the one way viewing would be better I suspect.",0
4.0,"The bowls are the right size for new puppy, ...","February 27, 2016",Yes,"The bowls are the right size for new puppy, but will of course outgrow quickly. I have lab mix pup. The rubber seal on one came loose but I should be able to put back on.",1
4.0,Four Stars,"November 16, 2016",Yes,"Helps with the itchy dry skin, mostly.",0
5.0,Ordered this for my super high energy,"December 2, 2017",Yes,"Ordered this for my super high energy, extremely large, strong and heavy German Shepherd puppy and so far it’s working great! It gives enough of a lead when there aren’t people around that he’s trying to play with, but the traffic handle works great to keep him nearby in crowded places without having to bend down and grab him by the harness or collar. Super thick and heavy duty and great price too!",2
1.0,"If you're going to add the rubber base, do it right!","June 15, 2016",Yes,10 days later the rubber base ring has come off and the bowls are scraping against the floor.... Very disappointing..,1
5.0,Five Stars,"February 27, 2018",Yes,I love this leash!  And it arrived right on time.,0
5.0,Easy on and Easy off,"July 6, 2015",Yes,"This has been the best lathering shampoo that's the easiest to raise, that I have tried so far.",0
5.0,Five Stars,"May 14, 2015",Yes,"Wonderful lather, lovely scent... Relieved her skin... I'd purchase again... No problem!!!",0
5.0,Five Stars,"February 7, 2017",Yes,Works great for training my dogs love them,0
5.0,Five Stars,"March 11, 2016",Yes,"great price, good quality",1
3.0,Three Stars,"July 9, 2018",Yes,Flimsy,0
5.0,Love to watch the birds?  Get this!,"March 20, 2016",Yes,It was very easy to assemble - came packaged well to insure it was protected during shipping - love having the birds come to the window,0
5.0,Great,"May 28, 2018",Yes,Great leash. High quality. Handles are very comfortable to hold. Will last a long time.,0
5.0,Five Stars,"March 22, 2018",Yes,Helps leash train my energetic golden retriever pup!,0
5.0,HIS SKIN AND FUR LOOKING MUCH BETTER..,"October 13, 2016",Yes,PETEY THE CAT LOVES IT......HIS SKIN AND FUR LOOKING MUCH BETTER.... HIGHLY RECOMMEND  IT ...THANK YOU,2
5.0,Very good for itching,"June 22, 2015",Yes,Arrived late doe to post office issues. Product is very good and relieve itching.,0
5.0,Perfect for the price.,"April 15, 2016",Yes,Great bowls for all great price. It does the job and the rubber ring around the bottom definitely helps them from sliding around. Holds the right amount of food so that our dog doesn't overeat.,1
5.0,Five Stars,"July 19, 2015",Yes,Really has helped with my dogs dry skin. Will continue to use this product!,0
5.0,Five Stars,"March 24, 2018",Yes,its good,1
5.0,Five Stars,"August 19, 2016",Yes,Nice dog bowls,0
5.0,Happy pet owner,"April 8, 2016",Yes,Received the shampoo and have used it on my dog. Very pleased with the company's delivery to me and the product.,0
5.0,Crystal clear bird feeder!,"September 24, 2014",Yes,Product as described.  The bird feed has been up for almost three weeks.  It hasn't moved since!  Such a great product for the price,0
5.0,Excellent bird feeder for window mounting.,"January 3, 2016",Yes,Well packaged.  Easily assembled.  Stays put with large suction cups.,0
5.0,Good buy for the money,"March 6, 2016",Yes,"really cute, not too heavy, not too flimsy weight wise.  Good buy for the money!",1
4.0,Four Stars,"March 21, 2016",Yes,"These bowls are great! They were a little larger than I expected, but they do the trick.",1
3.0,Three Stars,"August 19, 2015",Yes,"Smells very good and lathers okay. Unfortunately, my German Shepherd is allergic to this product.",0
2.0,The suction cups won't adhere to our windows. We ...,"January 21, 2017",Yes,"The suction cups won't adhere to our windows.  We built a new bathroom this year, so we're fairly handy and are not generally flummoxed by suction cups.",0
4.0,Good product,"October 26, 2015",Yes,"Has a clean scent, but not too perfumey.  Would buy again.",0
5.0,Five Stars,"March 21, 2016",Yes,my dogs are in love with these!!!,0
5.0,Decent at being dog bowls,"November 3, 2016",Yes,"For what you get, they are good... they are dog bowls and do a decent job at that. 5 stars - would recommend.",1
5.0,These are good dog bowls,"March 4, 2016",Yes,These are good dog bowls. Been looking for some that are reasonable but not cheap and these fit the bill. The engraved paw.prints give them class. I am sure my dogs and cats approve. Thanks for a good but reasonable product,1
5.0,Five Stars,"October 28, 2015",Yes,My Yorkie stopped itching after giving her a bath with this:),0
5.0,Five Stars,"December 17, 2015",Yes,EASY FILLING WITH REMOVABLE TRAY MAKES THIS A 5 STAR,0
4.0,Four Stars,"June 11, 2016",Yes,Works nice on my Golden Retriever.,0
5.0,Five Stars,"March 20, 2016",Yes,Did the job of stopping dry skin,0
5.0,Would recommend to buy again,"July 20, 2016",Yes,"Arrived sooner than i thought.Great quality and product exactly as described.Large enough for my pit bull.Was delivered with a surprise treat and toy,  extra plus",1
5.0,My favorite purchase,"April 10, 2017",Yes,"I've had this thing for over a year, and it is still working beautifully. The birds love it, I have a pregnant squirrel who currently visits it, and my animals love watching them eat as do I...You should clean the window and suction cups before putting it on. I leave the suction cups a bit wet as well.",3
4.0,This shampoo does not seem to dry her skin and always leaves her smelling like a freshly baked oatmeal cookie (with a side of ..,"August 30, 2015",Yes,I have a lab puppy. She gets into everything. We have to give her baths all the time. This shampoo does not seem to dry her skin and always leaves her smelling like a freshly baked oatmeal cookie (with a side of wet dog).,0
4.0,but this stuff isn't bad either.,"July 8, 2015",Yes,"I prefer another shampoo for my puppy, but this stuff isn't bad either.",0
5.0,Five Stars,"March 11, 2017",Yes,tghanks,0
5.0,sticks to the window nicely and is heavy duty enough for the squirrels to ...,"February 1, 2015",Yes,sticks to the window nicely and is heavy duty enough for the squirrels to eat from it (guess they have to eat too),0
5.0,Five Stars,"January 24, 2017",Yes,they are great,1
5.0,Five Stars,"September 26, 2015",Yes,great,1
5.0,Five Stars,"November 8, 2015",Yes,Too soon to tell about the possible benefits but my Black Lab  just absolutely loves them!,0
5.0,Five Stars,"April 30, 2015",Yes,Works very well and doesn't irritate sensitive puppy skin when used frequently.  I will order this again.,0
5.0,Five Stars,"November 2, 2015",Yes,Dogs love it and heart healthy with no salt added.,0
5.0,Five Stars,"January 17, 2018",Yes,I love the leash !!-but so did my dog who chewed it !!!,0
4.0,Eva Pet Dog Shampoo,"September 23, 2015",Yes,Does a good job cleaning his coat. Had a nice fragrance.,0
4.0,Four Stars,"June 8, 2016",Yes,smells great.,0
5.0,Five Stars,"January 29, 2018",Yes,This product really works it helps with dry skin and my dogs coats are extremely shiny...,0
5.0,Five Stars,"November 16, 2015",Yes,Worked better than my last type of dog shampoo.,0
5.0,A thick sturdy leash that will take some time for the dog ...,"January 11, 2018",Yes,A thick sturdy leash that will take some time for the dog to bite through.  It was what I was looking for.,0
5.0,A great dog shampoo!,"May 19, 2017",Yes,A very soothing and effective shampoo - would recommend!,0
5.0,We LOVE this shampoo,"May 30, 2017",Yes,"We LOVE this shampoo! My maltese stays soft and doesn't scratch since we started using this Even a week after we wash her, she smells amazing and is so soft! We won't buy another brand!",0
5.0,Gentle with a great scent,"May 3, 2017",Yes,We love this shampoo. It smells really nice and is gentle on our dogs skin. We have been using this shampoo on our Jack Russell Terriers. One is a senior and the other is about 1 year old. I highly recommend this shampoo.,0
5.0,I like this leash!,"October 21, 2017",Yes,"I have a rambunctious 3 year old 'Field Bred' Irish Setter.  I have a heart beat problem, a type of tachycardia, and use him primarily as an alert dog to alert me to situation.  I also have a housekeeper that takes him on-leash for long walks in a wild pasture.  With her he tends to pull, wanting to freely run the pasture.  He has broken two harnesses., and three leashes within days of their being new.  This <a class=""a-link-normal"" data-hook=""product-link-linked"" href=""/Dog-Leash-Two-Handle-by-QOL-TOP-Dog-Lead-6ft-Heavy-Duty-Leash-Dog-Leashes-with-Dual-Padded-Handles-for-Medium-or-Large-Dogs-Dog-Training-Leash-6ft-lead-black-blue/dp/B075K94DX8/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Dog Leash Two Handle by QOL TOP, Dog Lead 6ft, Heavy Duty Leash, Dog Leashes with Dual Padded Handles for Medium or Large Dogs, Dog Training Leash (6ft lead, black-blue)</a> has been an eyeopener. First day he tried to break it, same for second day.  The leash held firm.  By the third day he was walking at heal by her side.  I like this leash!",0
2.0,Two Stars,"February 19, 2016",Yes,wouldn't stay on glass. It kept falling off window.,1
5.0,"Birds come one after the other, love it","June 27, 2017",Yes,"I'm enjoying these, got three.",0
5.0,Five Stars,"March 26, 2017",Yes,"Same quality as the pet store, and half the price.",1
5.0,Five Stars,"May 5, 2017",Yes,Unexpectedly lightweight but nice bowls,1
5.0,great!,"April 29, 2015",Yes,Smells great and our new pup finally stopped itching! Works like a charm!!!,0
3.0,Three Stars,"July 31, 2015",Yes,Smells like syrup and doesn't feel like it's super conditioning.,0
5.0,Five Stars,"April 14, 2016",Yes,Does great for cleaning and dry skin,0
5.0,Great Product! Dogs Love It!,"January 28, 2018",Yes,"It has only been one week and I have seen a noticeable improvement in both of my dogs as far as their skin and coats go, I will be ordering again for sure.",0
5.0,This product is awesome. My rescue had skin problems when I got ...,"April 25, 2017",Yes,This product is awesome. My rescue had skin problems when I got her and this stuff fixed her up within a couple of weeks.,0
5.0,Good product.,"May 3, 2015",Yes,Great aroma.  Plenty of suds.  Very shiny coat to dog after the shampoo.,0
5.0,My dog can't flip the bowl,"December 21, 2016",Yes,"I love ordering from Amazon prime, my items come within a couple of days, good prices and quality.",1
5.0,Five Stars,"May 30, 2017",Yes,keeps my dog coat shiny and smells great,0
5.0,Five Stars,"October 2, 2014",Yes,"Great design, total functionality,attracted birds immediately, works well as a stimulant for housecats",1
4.0,Four Stars,"March 25, 2018",Yes,"It catches all the hair, and my dog likes it.",0
5.0,Five Stars,"November 4, 2015",Yes,"Very nice shampoo, gentle and smells good.",0
5.0,Perfect gift for bird watcher,"December 25, 2015",Yes,My father absolutely loved the feeder. Thanks for sending additional instructions on how to best secure the feeder to the window.,0
1.0,It is working but squirrel still found it and sat ...,"June 4, 2015",Yes,It was working fine before but it broke today all of a sudden...,0
5.0,Five Stars,"October 23, 2015",Yes,This has a pleasant scent and works great.,0
5.0,Five Stars,"May 2, 2016",Yes,Just exactly what I wanted and you cannot beat the price....,1
5.0,Five Stars,"September 13, 2017",Yes,True product description. Exactly what we ordered and needed.,1
5.0,Form and Function together,"March 24, 2008",Yes,Comfortable and adjustable.  Use only for training.  Follow directions.  This Slip Lead reduces injuries incurred from using a chain collar.  It is light and adjustable.  Highly recommend it over a metal slip collar.,0
3.0,These are very small bowls especially for water - I ...,"April 16, 2016",Yes,These are very small bowls especially for water  - I tried to return it but the shipping charges would have been 70% of the cost.  Buyer beware.,1
5.0,Perfect,"April 6, 2016",Yes,Awesome bowls!,0
5.0,Great leash! I love having a lower handle if ...,"February 26, 2018",Yes,Great leash!  I love having a lower handle if I need to shorten it.  Great quality and great price!,0
5.0,Five Stars,"November 17, 2017",Yes,Great Leash. The leather arm straps are super comfortable and the actual leash is very durable.,0
3.0,not what I expected,"March 20, 2015",Yes,"I got this shampoo because my dog has severely dry skin, especially this past winter. However, after using half the bottle on him his skin hasn't changed one bit. His skin is still so dry and flaky. On a good note tho, it does make his fur/coat very soft. I have another dog that doesn't have any dry skin issues and this shampoo really made his fur soft and shiny. I just need a shampoo to help get rid of the flakes and this one isn't it. Don't recommend this shampoo for severely dry skin like my poor dog. Hope I find  one soon so I don't have to spend an arm and a leg to take him to the vet.",3
5.0,Five Stars,"October 5, 2017",Yes,works great.,1
5.0,Five Stars,"October 21, 2017",Yes,Awesome! Worked great for our dogs,1
5.0,Five Stars,"July 20, 2015",Yes,"funny, a great gift to anyone going to a tropical island",0
4.0,Four Stars,"July 17, 2015",Yes,Our pup likes these treats and gets them while training.,0
2.0,Feels like plastic but says stainless steel,"November 2, 2016",Yes,Very light weight. Feels like plastic but says stainless steel. Disappointed.,1
5.0,stops itching and has a terrific smell.,"May 23, 2016",Yes,"Works really well, stops itching and has a terrific smell.",0
5.0,Dog likes taste,"March 20, 2017",Yes,"Easy to feed my small dog.  Breaks in half easily and he gobbles it up.  My dog has problem with dry flaky skin.  So far I am hopeful, looks like its working!",0
5.0,This feeder is so cute and the birds love it! The birds found it within 10 minutes ...,"November 7, 2014",Yes,"This feeder is so cute and the birds love it! The birds found it.within 10 minutes of me putting it up. It is super easy to clean and fill too!.The kids love it because they can see the birds so close, really neat product. I.would definitely buy this product from this seller again.",0
5.0,Game changer,"July 28, 2016",Yes,Smells so good and leaves pets soft and shiny,0
5.0,Five Stars,"March 2, 2016",Yes,Great to view the birds while they eat.,0
5.0,Five Stars,"April 5, 2017",Yes,Nice bowls but my dog still chewed off the rubber. He is a devil dog!  :),1
1.0,Doesn’t phase the dog at all. CONSTANTLY barks :(,"January 15, 2019",Yes,Doesn’t phase the dog at all. CONSTANTLY barks.,0
5.0,Five Stars,"August 22, 2016",Yes,My kitten likes it. :),0
3.0,Three Stars,"December 16, 2017",Yes,Used for 1st time today. It's a bit harsh. Use in a very gentle manner,0
4.0,... aren't very thick in the material but they are good. They haven't rusted,"March 21, 2018",Yes,They aren't very thick in the material but they are good. They haven't rusted. They do tend to slip a little though,0
5.0,Five Stars,"March 10, 2015",Yes,Worked great no strong perfume smell and no wet dog smell after bath,0
5.0,Five Stars,"July 13, 2016",Yes,Love it!,1
4.0,Great!! Great,"June 13, 2018",Yes,Great !! Great.,0
5.0,Five Stars,"August 2, 2015",Yes,Expensive but my super-finicky GSD loves these!,0
5.0,my dog loves it!,"July 25, 2015",Yes,smells good and is effective - my dog loves it!,0
5.0,Five Stars,"September 22, 2015",Yes,The only shampoo that I use on my dogs,0
5.0,The birds love it and the squirrels are stumped (so far),"January 21, 2016",Yes,"It did take our birds a day or two to find our new feeder but now we get near-constant activity at our window. Very enjoyable for the whole family to be able to see the birds so close up!..Also it is pretty funny to watch the squirrels chattering at each other and plotting how to get up to the feeder over and over again. We've had it installed for a couple weeks now and this feeder seems to be squirrel-proof! (We placed it out of their jumping range.)..In the beginning, I admit I was concerned about birds hitting the window with this feeder, but they are smarter than that. They can swoop in at amazing speeds, pick up some seeds, and swoop out again. There is not a lot of room for more than a bird or two at a time so you may want to get more than one...Very easy to fill and a cinch to clean when needed.",0
5.0,Five Stars,"November 4, 2015",Yes,really nice stuff Id buy it again,0
5.0,Five Stars,"March 29, 2017",Yes,"They're really nice, looks stylish and are at a great price. Love them.",1
5.0,They are durable and they grip the wood floor nicely to avoid spills,"November 15, 2016",Yes,They're much bigger than I expected. They are durable and they grip the wood floor nicely to avoid spills.,1
5.0,Great product,"April 26, 2016",Yes,"Great product, leaves my dogs coat smooth, and soft.  My dogs skin is not dry like with other shampoos.",0
4.0,"Good bowls.  Nothing crazy, unlike other bowls.","April 21, 2016",Yes,"They are dog bowls.  They function as expected.  Water does not escape them, nor does food.  My dog eats out of them...5 stars if they would also feed and walk my dog themselves.",1
3.0,Doggie Pills,"November 30, 2015",Yes,My dog won't go near them,0
5.0,GREAT FOR SKIN ALLERGIES,"February 23, 2015",Yes,Love this shampoo for my dog and his skin irritations. Smells good sorta of like coconut.,0
5.0,My dog can't get enough of these!,"August 10, 2015",Yes,My dog loves these treats so much I have to keep the bag hidden!  They are lightweight and easy for him to chew.  I like that they are made of a single ingredient and are made in the US.  I'm very happy with this product.,0
3.0,Three Stars,"March 16, 2017",Yes,"Its a good product, but it is starting to discolor after 2 months a use even with regular cleaning.",1
5.0,Best bird feeder ever,"November 16, 2014",Yes,"Best bird feeder ever.  Plastic is crystal clear and it is super easy to refill.  Suction cups haven't failed, even though blue jays have used it.  Will buy more.",0
5.0,But the bowls are very nice. Just what I wanted,"March 10, 2016",Yes,"I haven't used the bowls yet, as my lab puppy is only four weeks old and won't be coming home for a few more weeks.  But the bowls are very nice.  Just what I wanted.",1
5.0,Five Stars,"November 8, 2016",Yes,Works great!,0
5.0,Awesome,"November 15, 2015",Yes,"Great for my doggies, ShihTzus",0
5.0,Five Stars,"June 12, 2017",Yes,The dogs like them.,0
5.0,Five Stars,"November 8, 2017",Yes,Like the length and stability of the leash with my pitbull,0
5.0,Five Stars,"September 12, 2015",Yes,"The doggies really like this, and so do I, soft hands after bath for ME!",0
5.0,Great treats!,"September 16, 2015",Yes,We have two poodles and they both think these treats are the best ever!  So glad I found them.,0
5.0,Five Stars,"March 14, 2016",Yes,"the bowls are awesome, i love it's stainless steel and the bottom rubber helps to keep it stable.",1
