,article_title
3659,The first 11 apps to install on your new Mac
3660,Apple will reportedly start assembling its premium iPhone models in India
3661,"New Trump order may officially ban Huawei and ZTE from 5G rollout, per report"
3662,The Verge 2018 tech report card: Apple
3663,Instagram briefly switched to a horizontal feed and people freaked out
3664,"Samsung’s 2019 TVs will support input devices, like keyboards and mice for your PC"
3665,The Verge 2018 tech report card: Snap
3666,Any.do made a smart grocery list that suggests what to buy
3667,NPR wants to know what podcast ads you skip
3668,The Verge 2018 tech report cards
3669,The Verge 2018 tech report card: Microsoft
3670,The top streaming apps for your new TV
3671,T-Mobile offers Apple Watch and Galaxy Watch deals for the New Year
3672,Chinese schools are using ‘smart uniforms’ to track their students’ locations
3673,FCC investigating major CenturyLink outage and 911 disruptions
3674,The Verge 2018 tech report card: Twitter
3675,Netflix stops offering in-app subscriptions for new and returning customers on iOS
3676,2018: A year in photographs on The Verge
3677,"What’s in your bag, A R I Z O N A?"
3678,Dell returns to public stock market after years as private company
3679,Essential all but confirms it’s making another phone
3680,The Verge 2018 tech report card: Uber
3681,"The biggest video games, tech news, and apocalyptic anxieties of 1998"
3682,China lifts a freeze on new video games but excludes its biggest player
3683,Google wins dismissal of facial recognition lawsuit over biometric privacy act
3684,Samsung is reportedly making a budget Bixby-powered smart speaker
3685,The Verge 2018 tech report card: AI
3686,The Verge 2018 tech report card: Gadgets
3687,Amazon is reportedly bringing Whole Foods to US suburbs with Prime Now delivery
3688,The Verge 2018 tech report card: AR and VR
3689,New York City cops will fly a drone over the New Year’s Eve celebration at Times Square
3690,Hackers use a fake wax hand to fool vein authentication security
3691,The Verge 2018 tech report card: The US government
3692,The Verge 2018 tech report card: Headphones
3693,Leaked video reveals new Nokia 9 PureView with five cameras
3694,The Verge 2018 tech report card: Streaming music
3695,"Scarlett Johansson slams deepfakes, says she can’t stop the internet from pasting her face on porn"
3696,This awesome homemade jukebox is controlled by swipeable song cards
3697,Track the colors of your 2018 Instagram photos with this new web app
3698,LG is taking a long time to roll out the latest big Android update — just like always
3699,Sony promises better face identification through depth-sensing lasers
3700,Windows 10 is now more popular than Windows 7
3701,"Roku Channel adds subscriptions for Showtime, Starz, and other premium networks"
3702,People use anonymous question apps to learn about the world and themselves
3703,Ring security lights all but confirmed by FCC filing
3704,Black Mirror: Bandersnatch could become Netflix’s secret marketing weapon
3705,Ring security lights all but confirmed by FCC filing
3706,August’s leaked smart doorbell actually looks like a doorbell this time
3707,Google’s project to control gadgets with touchless hand gestures is moving forward
3708,Hackers are taking over Chromecasts to promote PewDiePie’s channel
3709,slide show: political cartoons
3710,uptalk dept.
3711,comma queen
3712,dept. of derring-do
3713,influencers
3714,daily cartoon slide show
3715,"wednesday us briefing: flynn 'sold country out', says federal judge"
3716,thursday us briefing: trump allies condemn syria withdrawal 'blunder'
3717,friday us briefing: mattis quits amid reports of afghanistan drawdown
3718,fear a bear market? here's where to invest
3719,"if you diversify your finds, it could backfire this year"
3720,a tax-efficient way to grow your investments and give to charity
3721,"slain teen 'might be alive' if authorities hadn't overlooked evidence, prosecutor says"
3722,"they went into an abandoned mine to steal copper, police say. they got trapped."
3723,melania trump's poll numbers plummet
3724,trump seething after cohen sentencing
3725,alleged russian spy maria butina pleads guilty to engaging in conspiracy against us
3726,emt worker suspended after racist comments on white supremacist podcast
3727,pelosi's meme-tastic coat so popular it will be re-issued
3728,north carolina's election fraud scandal has both parties planning for another campaign
3729,5 things to know before the opening bell
3730,wall street journal: trump inaugural committee under criminal investigation
3731,a year-end checklist for your investments
3732,ruth bader ginsburg speaks at naturalization ceremony on the anniversary of bill of rights signing
3733,springfield police to launch review of destroyed rape kits following cnn investigation
3734,elizabeth warren takes on race issue in commencement speech
3735,va secretary gave inaccurate answers on pro-confederate ties during confirmation process
3736,"a thief stole gifts meant for thousands of kids. then this couple raised $45,000 to save christmas"
3737,bomb threats emailed to multiple locations across the country
3738,unc board of governors rejects proposal to build new home for 'silent sam' confederate monument
3739,family asks how 7-year-old girl died in us custody
3740,california commission finds pg&e falsified records for years
3741,investigators looking for missing colorado mother search her fiancé's home
3742,search is on for overboard cruise passenger
3743,7-year-old guatemalan girl who died in border patrol custody is identified
3744,"woman arrested after racist tirade, hitting"
3745,elijah cummings calls for cohen testimony in january
3746,california abandons plan to tax texts
3747,"father of guatemalan girl who died in us custody has 'no complaints' about her treatment, consul says"
3748,what to expect if there's a partial government shutdown
3749,priest condemns suicide at teen's funeral
3750,crane company fires 3 employees after they post inappropriate pictures in camp fire wreckage
3751,analysis: the real problem with the us auto industry
3752,couple inspires mattel to consider creating a same-sex barbie wedding set
3753,google is growing faster outside silicon valley than in
3754,"stand your ground' immunity also applies to florida police, court rules"
3755,michelle obama surprise leaves teens in tears
3756,"pittsburgh to consider ban on assault weapons, bump-stocks."
3757,two chicago police officers hit and killed by metro train
3758,"mom of child on life support can't see him because of trump's travel ban, group says"
3759,5 things to know about markets now
3760,"6 things to know before the opening bell, starting with the fed meeting"
3761,"in high-paying jobs, the wage gap can cost women millions"
3762,how social media hyped nicotine for a new generation
3763,illinois ag says catholic church failed to disclose abuse accusations against 500 priests and clergy
3764,"2 troops sue over discharges, claiming it's because they're hiv-positive"
3765,6 things to know before the opening bell
3766,"bright light spotted over california was likely a meteor, weather service says"
3767,florida sheriff's deputy kills 3 family members and himself
3768,ryan: trump won't sign without border security
3769,two active shooter drills. a real injured jogger. that's where the chaos began.
3770,autistic man who went overboard on cruise was traveling with special needs group
3771,"after years of sneaking out, cuban baseball players no longer have to defect to play in mlb"
3772,man charged in connection with deaths of two chicago officers who were struck by train
3773,a man accused of abusing a 13-year-old went free after the prosecutor came to court drunk
3774,5 things to watch before the opening bell
3775,a new law aims to help the pets of domestic violence victims
3776,watch out fedex and ups. amazon is growing its air fleet again
3777,major storm could cause headaches for holiday travel
3778,workers scramble to keep a holiday tradition alive after california's wildfires
3779,dow suffers worst week since 2008 financial crisis
3780,uncertainty mounts as congress seeks to avoid shutdown
3781,they thought living in churches would protect them. now they fear nowhere is safe
3782,congolese boy who traveled to us to have facial tumor removed dies
3783,salesforce president: being an introvert is a strength
3784,wall street craves certainty but all it's getting is chaos
3785,opinion: what tucker carlson and chris hayes get wrong about migrants
3786,how the partial government shutdown is playing out and what to expect as it continues
3787,4 things to watch before the bell
3788,5 moments in politics everyone can find something to smile about
3789,this is what happened when ice dumped dozens of undocumented immigrants at a bus terminal
3790,4 things to know before the bell
3791,family of black wrestler forced to cut his dreadlocks speaks out
3792,manhunt underway for gunman who killed california officer during late-night traffic stop
3793,opinion: louis ck and chris rock reignite n-word debate
3794,millions of americans will be driving on treacherous roads after christmas
3795,police say the fundraiser for the homeless man was a scam. now gofundme has refunded the money
3796,utah student's 911 calls asked police to stop her harasser. days later she was murdered
3797,"hundreds more migrants may be released in el paso on christmas, officials say"
3798,border patrol announces changes after second migrant child dies
3799,the final days of felipe alonzo-gomez
3800,border official announces changes after 2 migrant children die in us custody
3801,5 things to know before the bell
3802,"Man suspected of killing officer was in US illegally, sheriff says"
3803,A man wore a sign to find his wife a kidney donor
3804,"Silicon Valley will be a target from left, right and center in 2019"
3805,Millions of people could face blizzard conditions or flooding by this weekend
3806,Dad books flights to spend Christmas with flight attendant daughter
3807,Explosion lights up New York sky in shades of blue
3808,5 things to watch in markets now
3809,Some companies are still waiting for Cindy Hyde-Smith to refund donations
3810,Guatemalan boy who died in US custody had the flu
3811,Opinion: Guatemalan boy's death is a national travesty
3812,A black man was on the phone while in a hotel lobby. The police were called
3813,"One day before New Year's Eve, Utah will implement the strictest DUI law in the US"
3814,"Chris Burrous, Los Angeles news anchor, dies after being found in hotel room"
3815,"California authorities arrest, identify suspect and 7 others in officer's shooting death"
3816,Severe storm system that has already killed 6 moves toward Eastern US
3817,A frugal social worker left $11 million to kids' charities
3818,6 injured in jet bridge incident at Baltimore airport
3819,American being monitored for Ebola in secluded area of US medical center
3820,New storm expected to ring in 2019
3821,Conservative writer Bre Payton dies at 26
3822,Analysis: The key 2018 lessons ahead of the 2020 election
3823,"California's largest utility provider could face murder charges for wildfires, AG says"
3824,"Lion escapes enclosure, kills worker"
3825,Fisherman finds a bundle of suspected cocaine in Florida Keys
3826,The US is much less inclusive than it was two years ago. Here's why
3827,From paychecks to pups: Get ready for new laws in 2019
3828,Investors are saying goodbye and good riddance to 2018
3829,Masked man with loaded gun was arrested on his way to a church to fulfill a 'prophecy'
3830,Murder charges filed against man in case of missing Colorado woman
3831,Comedian Louis C.K. mocks Parkland shooting survivors in leaked audio
3832,Woman killed by lion died 'following her passion'
3833,Northeast to ring in 2019 with snow and ice
3834,NASA provides first image from record-setting flyby of Ultima Thule
3835,Near-capacity toilets force Joshua Tree campgrounds to close
3836,"Detained US citizen Paul Whelan was in Moscow for a wedding, brother says"
3837,This New Year's Day jackpot will be the eighth largest in the history of Mega Millions
3838,These Dems will make life harder for Trump
3839,The political trends that will define 2019
3840,4 things to watch in markets now
3841,House Democrats to pass plan to reopen government Thursday
3842,Federal employees prepare for a long shutdown
3843,Analysis: The key 2018 lessons ahead of the 2020 election
3844,This red pickup truck may hold clues in the shooting death of a 7-year-old girl
3845,Russia says US consular officials visited detained US citizen Paul Whelan
3846,Toddler rushed to hospital after rhino encounter at Florida zoo
3847,Tesla will cut prices to combat tax credit phase out
3848,Winning ticket sold for $425 million New Year's jackpot
3849,the record for high-temperature superconductivity has been smashed again
3850,"years before crispr babies, this man was the first to edit human embryos"
3851,china’s losing its taste for nuclear power. that’s bad news.
3852,a radical new neural network design could overcome big challenges in ai
3853,nine charts that really bring home just how fast ai is growing
3854,ethereum thinks it can change the world. it’s running out of time to prove it.
3855,new york’s new wage law for uber drivers is a lesson for cities around the world
3856,china has never had a real chip industry. making ai chips could change that.
3857,at least 15 central banks are serious about getting into digital currency
3858,it’s time for a bill of data rights
3859,does dark matter really cause skin cancer? have a guess.
3860,these incredibly realistic fake faces show how algorithms can now mess with us
3861,"the best of the physics arxiv (week ending december 15, 2018)"
3862,the reunion: a new science-fiction story about surveillance in china
3863,a short drive across the pacific
3864,"why china’s electric car industry is leaving detroit, japan and germany in the dust"
3865,"why china’s electric-car industry is leaving detroit, japan, and germany in the dust"
3866,help us pick the young innovators who are changing our world
3867,batteries that could let electric cars drive twice as far just got closer
3868,we finally know how fish swim so fast
3869,inside shenzhen’s race to outdo silicon valley
3870,australia’s ban on encryption could endanger us all
3871,"voyager 2 has finally entered interstellar space, more than 40 years after its launch"
3872,the scale of location tracking by our smartphone apps has been exposed
3873,a new ai method can train on medical records without revealing patient data
3874,what google ceo sundar pichai’s visit to congress taught us (spoiler: not a lot)
3875,virgin galactic could reach space for the first time this week
3876,intel’s new 3d chip technology may help prolong moore’s law
3877,signing the paris climate deal was the easy part. we’re failing at the hard part.
3878,car-hailing firm didi has a new dispatching algorithm that adapts to rider demand
3879,the us suspects chinese state hackers are behind the marriott hotel data breach
3880,bees that wear tiny sensor-filled backpacks could monitor farms all day long
3881,virgin galactic has reached suborbital space for the first time
3882,all automated hiring software is prone to bias by default
3883,postmates has launched a delivery robot that will bring lunch to your door
3884,google says it won’t sell face recognition for now—but it will be hard to slow its use
3885,one of crypto’s most futuristic-sounding projects just came crashing down
3886,facebook’s new privacy blunder may have exposed your private photos
3887,"the world reaches a deal to advance the paris climate accord, barely"
3888,a food delivery robot burst into flames—and now people have made a candlelight vigil for it
3889,police are testing face recognition tech on london’s streets this week
3890,us grocery giant kroger has started making autonomous deliveries
3891,china is racing ahead in 5g. here’s what that means.
3892,facebook gave more than 150 companies special access to your data
3893,the man turning china into a quantum superpower
3894,science vs the state: a family saga at the caltech of china
3895,aboard the giant sand-sucking ships that china uses to reshape the world
3896,science vs. the state: a family saga at the caltech of china
3897,china’s tech giants want to go global. just one thing might stand in their way.
3898,"more than 75% of artists in us museums are white men, data mining reveals"
3899,china vs. the us: who wins and who loses
3900,china’s tech boom has inspired a wave of internet-related art
3901,the us and china aren’t in a “cold war” so stop calling it that
3902,china launched more rockets into orbit in 2018 than any other country
3903,editors letter: china’s technology ambitions—and their limits
3904,"how much money would you want to quit facebook for a year? most people say $1,000"
3905,an autonomous robot swarm has self-organized by acting like natural cells
3906,how google took on china—and lost
3907,"how china got a head start in fintech, and why the west won’t catch up"
3908,"drones have forced london’s gatwick airport to close, leaving thousands of passengers stranded"
3909,how deep learning helped to map every solar panel in the us
3910,"chinese hackers allegedly stole data of more than 100,000 us navy personnel"
3911,we tried teaching an ai to write christmas movie plots. hilarity ensued. eventually.
3912,the day i tasted climate change
3913,"a man asked for his data from amazon—and they sent him 1,700 recordings of someone else"
3914,"a space startup was just hit with a $900,000 fine for illegally launching four tiny satellites"
3915,facebook might be developing a cryptocurrency that you could send via whatsapp
3916,machine vision can create harry potter–style photos for muggles
3917,"the best of the physics arxiv (week ending december 22, 2018)"
3918,president trump has signed a $1.2 billon law to boost us quantum tech
3919,6 of the most amazing things that were 3d-printed in 2018
3920,our best illustrations of 2018
3921,cryptocurrencies crashed in 2018. now they’re right where they should be.
3922,deep learning turns mono recordings into immersive sound
3923,huawei is the world’s fastest-growing smartphone seller despite increasing global scrutiny
3924,The biggest technology failures of 2018
3925,Our best photographs of 2018
3926,Universal basic income had a rough 2018
3927,The 10 most intriguing inventions of 2018
3928,These are the five hottest gadget trends for 2019
3929,Facebook’s leaked moderation rules show why Big Tech can’t police hate speech
3930,All the reasons 2018 was a breakout year for DNA data
3931,"The Best of the Physics arXiv (week ending December 29, 2018)"
3932,Seven New Year’s resolutions for Big Tech in 2019
3933,A NASA spacecraft just did a fly-by of the most distant object we’ve ever visited
3934,"In 2019, blockchains will start to become boring"
3935,mars crater looks like a winter wonderland     - cnet
3936,mary poppins returns: a supercali-sequel with carpet bags of charm     - cnet
3937,subaru teases hotter sti for 2019 detroit auto show     - roadshow
3938,welcome to marwen review: trauma and toys don't play well together     - cnet
3939,lin-manuel miranda shares touching texts from fan     - cnet
3940,london's gatwick airport suspends all flights after drones get too close     - cnet
3941,spotify reportedly ends $1.6 billion copyright lawsuit with wixen     - cnet
3942,python snake catcher bags 18-foot monster danger noodle     - cnet
3943,apple saw more government requests for user data in the first half of 2018     - cnet
3944,whatsapp under fire for failing to remove child porn     - cnet
3945,fcc slaps satellite startup with $900k fine over unauthorized satellite launch     - cnet
3946,apple halts some iphone sales in germany during qualcomm patent dispute     - cnet
3947,"congress isn't voting on any self-driving car rules before 2019, report says     - roadshow"
3948,"nasa telescopes snap christmas comet, the brightest of 2018     - cnet"
3949,"bmw and daimler are eyeing a partnership for self-driving car tech, report says     - roadshow"
3950,"gofundme border wall campaign raising millions, rival 'ladders' effort trending     - cnet"
3951,the 15 best 2018 phones to give as gifts     - cnet
3952,¿cómo funciona la carga rápida de un iphone? [fotos]     - cnet
3953,london's gatwick airport reopens after drones force 33-hour shutdown     - cnet
3954,"a closer look at royole's foldable, bendable flexpai phone     - cnet"
3955,spy who dumped me director wants a female deadpool     - cnet
3956,"fortnite season 7, week 3 challenges and tips for getting through them quickly     - cnet"
3957,facebook watch may have been the best thing in facebook's bad year     - cnet
3958,google chrome's canvas app lets you unleash your artistic ability     - cnet
3959,get lego lord of the rings free!     - cnet
3960,ipad mini may not be dead yet as rumor of 2019 model swirls     - cnet
3961,"ford recalls 874,000 f-150, super duty pickups over fire risks     - roadshow"
3962,"iphone xs, pixel 3, oneplus 6t and 20 other phones without headphone jacks     - cnet"
3963,the best tabletop and board game gifts for analog gamers     - cnet
3964,google celebrates winter and summer solstices with pair of doodles     - cnet
3965,daimler delivers first electric freightliner truck in the us     - roadshow
3966,watch bugatti stress test its 3d-printed brake caliper to hell and back     - roadshow
3967,usb-c ushers in a golden age of charging accessories     - cnet
3968,lg cinebeam laser 4k for ces 2019 delivers voice control in a conventional design     - cnet
3969,cnet book club: holiday 2018 gift guide special     - cnet
3970,"iphone xr photos, and how portrait mode works     - cnet"
3971,facebook watch may have been the best thing in the company's bad year     - cnet
3972,"samsung galaxy s10 rumors: everything we know about a feb. 20 launch, march 8 release, specs, features and price     - cnet"
3973,"you might actually afford nike's self-lacing shoes, but they're still not cheap     - cnet"
3974,lg cinebeam laser 4k projector delivers voice control for ces 2019     - cnet
3975,no escaping the notch: 15 phones with screen notches     - cnet
3976,bmw's ces 2019 pavilion will have real and virtual test drives     - roadshow
3977,"facebook is creating a cryptocurrency to use on whatsapp, says report     - cnet"
3978,this super house plant scrubs pollutants from your home     - cnet
3979,"nike's cut the price of its self-lacing shoes, but they're still not cheap     - cnet"
3980,get lego lord of the rings free     - cnet
3981,2017-2018 porsche panamera recalled for power steering issues     - roadshow
3982,winter solstice weekend will shine with a rare moon event     - cnet
3983,"amazon expands its fleet of planes, so you get your package on time     - cnet"
3984,"last-minute christmas deal fest: xbox, playstation, movies, phones and more     - cnet"
3985,best dating apps of 2018     - cnet
3986,this lego model is the only leica camera most of us can afford     - cnet
3987,aquaman review: splashy oceanic epic is movie catch of the day     - cnet
3988,samsung galaxy s10 plus renders show what the infinity-o display may look like     - cnet
3989,galaxy s10 could shoot portrait videos and use 'ultrasonic' fingerprint reader with snapdragon 855 chip     - cnet
3990,galaxy a8s a practice run for galaxy s10's o-notch screen? it makes sense     - cnet
3991,huawei nova 4 pushes the new 'hole-punch' notch trend further     - cnet
3992,"samsung needs a win with the galaxy s10 (the 3:59, ep. 496)     - cnet"
3993,london's gatwick airport closes again after drones force 33-hour shutdown     - cnet
3994,cdc 1918 pandemic trail game is oregon trail with the flu     - cnet
3995,"titans season 1 is now on dc universe, international netflix release on jan. 11     - cnet"
3996,"at&t will connect your 4g phone to its '5g e' network, but don't get too excited     - cnet"
3997,"nike cuts price of its self-lacing shoes, but they're still not cheap     - cnet"
3998,"apple watch series 4: both sizes, compared     - cnet"
3999,nasa: holiday asteroid looks like a hippopotamus     - cnet
4000,toyota and mazda are spending $6 million on some fish in alabama     - roadshow
4001,galaxy note 9 looks stunning in these photos     - cnet
4002,"fortnite season 7, week 3 challenges and how to complete them quickly     - cnet"
4003,"parts of viral glitter bomb video were faked, says engineer who made it     - cnet"
4004,hear barack obama as george washington in new hamilton remix     - cnet
4005,"fortnite season 7, week 3 challenges and how to get through them fast     - cnet"
4006,bumblebee director on replacing michael bay: 'i couldn't go bigger'     - cnet
4007,the 'not pink' pixel 3 under a macro lens     - cnet
4008,aquaman: 5 things i want to see from the new dceu film     - cnet
4009,ellen degeneres's first comedy special in 15 years is up on netflix     - cnet
4010,22 great phones with headphone jacks you can buy right now     - cnet
4011,scientists discover earth's deepest point is polluted by plastic     - cnet
4012,the best galaxy s8 and s8 plus cases are now hugely discounted     - cnet
4013,best iphone 8 and iphone 8 plus cases     - cnet
4014,here's every galaxy s phone since 2010     - cnet
4015,the 51 best vr games of 2018     - cnet
4016,best wireless headphones for making calls     - cnet
4017,what the galaxy s10 really needs     - cnet
4018,best ota dvrs for cord cutters who use an antenna     - cnet
4019,i was wrong about the motorola razr     - cnet
4020,iphone xr vs. iphone 8 plus: what iphone should you buy?     - cnet
4021,the 60 best iphone games of 2018     - cnet
4022,"long-term 2017 land rover discovery: farewell, disco fever     - roadshow"
4023,9 great reads from cnet this week     - cnet
4024,2018: the year infinite jest took over my life     - cnet
4025,best mobile games of 2018     - cnet
4026,this preamp takes you deeper into the sound of lps     - cnet
4027,best iphone xs and xs max cases     - cnet
4028,the audio technica ath-sr5 headphone will delight listeners craving a detailed sound     - cnet
4029,"samsung's foldable phone is here, with brand-new one ui for android     - cnet"
4030,the 56 best android games of 2018     - cnet
4031,"14 phones you wish you could buy from a us carrier, but can't     - cnet"
4032,"star wars 9, stranger things, game of thrones: when will we get trailers?     - cnet"
4033,bumblebee review: the transformers movie we've been waiting for     - cnet
4034,"fortnite season 7, week 3 challenges and how to search among three ski lodges     - cnet"
4035,gatwick airport drones incident leads to arrests     - cnet
4036,best iphone xr cases     - cnet
4037,the best iphone x cases     - cnet
4038,usb type-c has taken over -- here are the latest phones to prove it     - cnet
4039,the iphone xr in blue looks stellar under a macro lens     - cnet
4040,"iphone xs, pixel 3, galaxy note 9 and 27 other phones take cat photos     - cnet"
4041,ces 2019: the schedule so far     - cnet
4042,"nissan makes sure cars' paint won’t fade with this 4,000-watt light     - roadshow"
4043,google workers found voice in protest this year. there will likely be more     - cnet
4044,google workers found voice in protest this year. there'll likely be more of that     - cnet
4045,spacex rocket launches next-gen gps satellite at last     - cnet
4046,is cheap gas good for your car?     - roadshow
4047,what the ipad pro needs next     - cnet
4048,save 25 percent on custom eyeglasses from eyewear insight     - cnet
4049,elon musk shows off mars 'starship' prototype under construction     - cnet
4050,"this man spent $5,000 of his own money to put zimbabwe on street view     - cnet"
4051,google doodle has santa claus set for holiday deliveries     - cnet
4052,jason momoa's aquaman is the superhero the world needs right now     - cnet
4053,norad still tracking santa despite government shutdown     - cnet
4054,"huawei exceeds 200 million smartphone shipments, setting company record     - cnet"
4055,the new aquaman movie converted me from marvel to dc     - cnet
4056,"from nasa to spacex, just look to space for good news from 2018     - cnet"
4057,"star wars episode 9: release date, cast, director and theories     - cnet"
4058,jordan peele's us trailer has arrived     - cnet
4059,"jordan peele drops us movie trailer for christmas, and it's spooky     - cnet"
4060,"aquaman post-credits scene, explained     - cnet"
4061,"jordan peele drops first us movie trailer, and it's spooky     - cnet"
4062,elon musk shows off massive mars 'starship' prototype rocket     - cnet
4063,star wars: galaxy's edge behind-the-scenes video docks on christmas day     - cnet
4064,our favorite concept cars from 2018     - roadshow
4065,here's every iphone ever made from 2007 to today     - cnet
4066,why can't my passenger enter car gps navigation?     - roadshow
4067,we just had the best year for phones ever     - cnet
4068,the cheapskate's best deals and discoveries of 2018     - cnet
4069,5 tech tricks that keep the jeep wrangler and gladiator at the top of their game     - roadshow
4070,net neutrality battle heads to court in 2019     - cnet
4071,"gofundme returns $403,000 to donors in new jersey scam     - cnet"
4072,"uber, lyft ipos to mint next batch of bay area millionaires     - cnet"
4073,star wars: galaxy's edge behind-the-scenes video docks     - cnet
4074,amazon breaks holiday sales record again in 2018     - cnet
4075,the best after-christmas deals and sales (so far)     - cnet
4076,snapchat unleashes lenses for your pup     - cnet
4077,nasa shares stunning image of cosmic 'holiday wreath'     - cnet
4078,reid hoffman apologizes for unknowingly backing alabama disinformation campaign     - cnet
4079,google doodle wishes you a merry christmas     - cnet
4080,"gofundme returns $403,000 to donors in nj scam     - cnet"
4081,nasa spacecraft sees world beyond pluto as it readies for historic flyby     - cnet
4082,"jordan peele drops first us movie trailer, and it's creepy     - cnet"
4083,"spider-man: into the spider-verse post-credits scene, explained     - cnet"
4084,nasa hubble telescope provides new way to 'see' dark matter     - cnet
4085,"japan set to resume commercial whaling, defying international ban     - cnet"
4086,Cheap HDMI cables are fine for your new 4K TV     - CNET
4087,Smartphones in 2018: The year's biggest winners and losers     - CNET
4088,Google Home's 2018 in review: Owning the smart home     - CNET
4089,How Ballad of Buster Scruggs pulled off its cutting-edge effects     - CNET
4090,Facebook's and social media's fight against fake news may get tougher     - CNET
4091,I'm glad Netflix Marvel shows are dead     - CNET
4092,2018 Ducati Monster 1200S: Naked and famous     - Roadshow
4093,Behind the CGI of the Coen Brothers' Ballad of Buster Scruggs     - CNET
4094,"2020 Land Rover Defender returns to the US, and that's awesome as hell     - Roadshow"
4095,Remembering Carrie Fisher in the wake of Star Wars: The Last Jedi     - CNET
4096,The best after-Christmas deals and sales: Dec. 27 update     - CNET
4097,LG's new 2019 sound bars include Dolby Atmos and Google Assistant     - CNET
4098,Pixel 3 and Pixel 3 XL Lite may come to Verizon in Spring 2019     - CNET
4099,Instagram's latest test getting rid of vertical scroll went pretty poorly     - CNET
4100,"Get an Echo Dot for $15, a Fire TV Stick 4K for $30 or a Propel Star Wars drone for $40     - CNET"
4101,Fortnite reportedly will pull in an epic $3 billion profit this year     - CNET
4102,"Fortnite season 7, week 4 challenges and how to complete them     - CNET"
4103,"Trump may use executive order to ban Huawei, ZTE purchases     - CNET"
4104,The wildest animal news of 2018     - CNET
4105,Sesame Street sound bite could be internet's new 'Yanny or Laurel'     - CNET
4106,"In Netflix trailer for Black Mirror film, a video game warps reality     - CNET"
4107,CenturyLink customers get belated coal in their stockings with nationwide outage     - CNET
4108,Star Wars fans honor Carrie Fisher on 2nd anniversary of her death     - CNET
4109,"Billie Lourd, Star Wars fans honor Carrie Fisher two years after she died     - CNET"
4110,Sesame Street muppet Grover might have dropped the F bomb in this clip     - CNET
4111,"Marvel might start developing X-Men, Deadpool films next year     - CNET"
4112,"In Netflix trailer for Black Mirror: Bandersnatch, a video game warps reality     - CNET"
4113,NASA to photograph most distant world explored yet on New Year's Day     - CNET
4114,"In Black Mirror: Bandersnatch trailer, a video game warps reality     - CNET"
4115,"Subaru confirms STI S209 for Detroit Auto Show, to no one's surprise     - Roadshow"
4116,HDMI 2.1: What you need to know     - CNET
4117,Best travel bags and backpacks for 2018     - CNET
4118,"Netflix's interactive Black Mirror movie is here, in case 2018 wasn't twisted enough     - CNET"
4119,How to Train Your Dragon 3: Everything you need to know before Hidden World     - CNET
4120,The mobile world might finally get exciting again in 2019     - CNET
4121,NASA shutdown: Agency could be dark during historic New Year's missions     - CNET
4122,"The best after-Christmas deals and sales: Amazon Digital Day, 40 percent off PS Classic, $20 off JBL Clip 3     - CNET"
4123,Facebook's leaked rulebooks highlight struggle with content moderation     - CNET
4124,"Mark Zuckerberg on Facebook's 2018: We've changed, we promise     - CNET"
4125,"Mark Zuckerberg is still Facebook's chairman and CEO, FYI     - CNET"
4126,"FCC to investigate CenturyLink as nationwide outage continues, 911 calls disrupted     - CNET"
4127,"Black Mirror's interactive Netflix movie is here, in case 2018 wasn't twisted enough     - CNET"
4128,"Black Panther, Annihilation top Barack Obama's top movies of 2018     - CNET"
4129,Interactive Black Mirror: Bandersnatch movie mind-warps a twisted 2018     - CNET
4130,"Macaulay Culkin has a new middle name, picked by the internet     - CNET"
4131,Endings and Easter eggs in Netflix's Black Mirror Bandersnatch     - CNET
4132,"Barack Obama's 2018 favorites: Black Panther, Annihilation, Cardi B     - CNET"
4133,2020 Toyota Supra: This might be it     - Roadshow
4134,"Barack Obama lists 2018 favorites: Black Panther, Annihilation, Cardi B     - CNET"
4135,"Spider-Man: Into the Spider-Verse post-credits scene, explained     - CNET"
4136,CES 2019 won’t be a big leap forward for TVs. Here’s why     - CNET
4137,Here's every iPhone ever made from 2007 to today     - CNET
4138,Every movie trailer we have for 2019's biggest films     - CNET
4139,9 great reads from CNET this week     - CNET
4140,CenturyLink outage that hit 911 service spurs FCC investigation     - CNET
4141,The 51 best VR games of 2018     - CNET
4142,"Etymotic ER3, the Audiophiliac affordable headphone of the year     - CNET"
4143,"Audeze LCD-MX4, the Audiophiliac high-end headphone of the year     - CNET"
4144,"The best after-Christmas deals and sales: 40 percent off PS Classic, $20 off JBL Clip 3 and Echo Dot     - CNET"
4145,Endings and Easter eggs in Netflix's Black Mirror: Bandersnatch     - CNET
4146,Malware suspected of hobbling several newspapers' production     - CNET
4147,iPhone 'X' names have nowhere to go in 2019     - CNET
4148,2019 Hyundai Santa Fe can use a fingerprint instead of a key     - Roadshow
4149,Amazon reportedly plans to build new Whole Foods Market stores     - CNET
4150,The 56 best Android games of 2018     - CNET
4151,Stan Lee's Spider-Man: Into the Spider-Verse cameo will warm your heart     - CNET
4152,Google Doodle prepares to welcome 2019 with partying pachyderms     - CNET
4153,The 60 best iPhone games of 2018     - CNET
4154,Best mobile games of 2018     - CNET
4155,Best iPhone XR cases     - CNET
4156,Best iPhone XS and XS Max cases     - CNET
4157,"Before the Concorde, there was 'the Concordski'     - CNET"
4158,Cars we're most looking forward to driving in 2019     - Roadshow
4159,Ryan Reynolds shares a behind-the-scenes peek at Detective Pikachu     - CNET
4160,NASA New Horizons to photograph Ultima Thule in historic New Year's flyby     - CNET
